Comp_ID,ES_ID,Study_ID,FirstAuthor,Year,Journal,Volume,Species_ID,CommonName,Genus,Species,animal,Model,Strain,Sex,Repro,FoodSched,Type,AL,CV1,Prots1,Carbs1,Fats1,Intake,CI1,Age1,N1,LT25contr,LT50contr,LT75contr,CR,CV2,c_nCR,c_CR,CI2,c_aCR,Prots2,Carbs2,Fats2,Age2,N2,Page,Prots,PD25,PD50,PD75,c_LT25_logHR,c_LT25_varlogHR,c_LT50_logHR,c_LT50_varlogHR,c_LT75_logHR,c_LT75_varlogHR,c_LT2550_logHR,c_LT2550_varlogHR,c_LT5075_logHR,c_LT5075_varlogHR,c_all_logHR,c_all_varlogHR,Notes_control,Notes_treatment
Comp0027,Exp0007,Paper011,Bishop,2007,NATURE,477,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,D,FC,1,0.034815,66.6,13.3,20.1,0,,1.5,832,22.27,25.39,28.07,0.01,0,0.01,0.01,,,66.6,13.3,20.1,1.5,20,0.063104754,0.666,17.46,27.16,50.62,-0.304,0.206,-0.462,0.104,-0.328,0.069,-0.658,0.19,-0.36,0.144,-0.436,0.059,control - 2.5x10^8 cfu/ml,2.5x10^6 cfu/ml
Comp0028,Exp0007,Paper011,Bishop,2007,NATURE,477,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,D,FC,1,0.034815,66.6,13.3,20.1,0,,1.5,832,22.27,25.39,28.07,0,0,0,0,,,66.6,13.3,20.1,1.5,34,0.063104754,0.666,37.03,67.19,89.95,0.472,0.12,0.339,0.06,0.198,0.041,0.431,0.143,0.384,0.182,0.435,0.048,control - 2.5x10^8 cfu/ml,2.5x10^5 cfu/ml
Comp0029,Exp0007,Paper011,Bishop,2007,NATURE,477,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,D,FC,1,0.034815,66.6,13.3,20.1,0,,1.5,832,22.27,25.39,28.07,0,0,0,0,,,66.6,13.3,20.1,1.5,37,0.063104754,0.666,100,100,100,2.66,0.1,,,,,,,,,2.66,0.1,control - 2.5x10^8 cfu/ml,no bacteria
Comp0032,Exp0009,Paper013,Honjoh,2008,NATURE,0,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,0,EOD,FD,1,6.96,66.6,13.3,20.1,0,,3,25,21.9,24.5,27.5,0.5,3.48,0.5,0.5,,,66.6,13.3,20.1,3,25,0.120481928,0.666,0,0,0,-2,0.64,-2,0.32,-2,0.213,,,,,-2,0.64,little data about diet,fasting every 2 days
Comp0033,Exp0010,Paper013,Honjoh,2008,NATURE,0,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,0,D,FC,1,6.96,66.6,13.3,20.1,0,,3,25,21,22.5,24.6,0.01,3.48,0.5,0.5,,,66.6,13.3,20.1,3,25,0.125,0.666,0,0,0,-2,0.64,-2,0.32,-2,0.213,,,,,-2,0.64,little data about diet,fasting every 2 days
Comp0072,Exp0030,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,EOD,FC,1,7.9125,66.6,13.3,20.1,0,7.9125,7,90,11.55,14.48,16.15,0.1,0.79,0.1,0.1,,,66.6,13.3,20.1,7,90,0.377358491,0.666,16.9,36.27,44.02,-0.387,0.106,-0.318,0.052,-0.521,0.037,-0.357,0.1,-1.314,0.138,-0.628,0.038,control - AL 5x10^11 cfu/ml,sDR 5x10^10 cfu/ml
Comp0073,Exp0030,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,EOD,FC,1,7.9125,66.6,13.3,20.1,1,7.9125,7,90,11.55,14.48,16.15,0.01,0.08,0.01,0.01,,,66.6,13.3,20.1,7,90,0.377358491,0.666,20.07,28.17,41.55,-0.219,0.099,-0.559,0.057,-0.574,0.038,-1.086,0.134,-0.996,0.12,-0.718,0.039,control - AL 5x10^11 cfu/ml,sDR 5x10^9 cfu/ml
Comp0074,Exp0030,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,EOD,FC,1,7.9125,66.6,13.3,20.1,0,7.9125,7,90,11.55,14.48,16.15,0,0.01,0,0.27,2.14,0.27,66.6,13.3,20.1,7,90,0.377358491,0.666,11.27,19.36,32.75,-0.757,0.123,-0.884,0.064,-0.784,0.041,-1.198,0.135,-1.136,0.123,-1.025,0.042,control - AL 5x10^11 cfu/ml,sDR 5x10^8 cfu/ml
Comp0101,Exp0047,Paper061,Lee,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,fem-1(hc17),N,0,D,FC,1,0.251,72.2,11.1,16.7,0,,2,83,13.73,16.19,18.69,0,0.04,0.17,0.17,,,100,0,0,4,99,0.179318589,0.861,3.88,9.88,19.93,-1.563,0.164,-1.424,0.079,-1.223,0.049,-1.598,0.157,-1.654,0.15,-1.606,0.052,"Mutant but only fertility affected by temperature, control - AL",DD 2D
Comp0102,Exp0047,Paper061,Lee,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,fem-1(hc17),N,0,D,FC,1,0.251,72.2,11.1,16.7,0,,2,83,13.73,16.19,18.69,0,0.04,0.17,0.17,,,100,0,0,6,102,0.225606317,0.861,7.76,15.87,30.34,-1.113,0.141,-1.095,0.07,-0.887,0.043,-1.322,0.144,-1.176,0.128,-1.202,0.046,"Mutant but only fertility affected by temperature, control - AL",DD 4D
Comp0103,Exp0047,Paper061,Lee,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,fem-1(hc17),N,0,D,FC,1,0.251,72.2,11.1,16.7,0,,2,83,13.73,16.19,18.69,0,0.04,0.17,0.17,,,100,0,0,10,102,0.304105423,0.861,15.34,30.34,49.56,-0.491,0.111,-0.502,0.056,-0.417,0.036,-0.644,0.114,-0.625,0.106,-0.587,0.037,"Mutant but only fertility affected by temperature, control - AL",DD 8D
Comp0104,Exp0048,Paper061,Lee,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,fem-1(hc17),N,0,D,FC,1,0.251,72.2,11.1,16.7,0,,0.1,89,13.12,15.86,18.06,0,0.04,0.17,0.17,,,100,0,0,0.1,69,0.007564297,0.861,10.58,20.11,29.98,-0.771,0.138,-0.809,0.07,-0.814,0.046,-1.01,0.139,-1.291,0.139,-1.023,0.046,"Mutant but only fertility affected by temperature, control - AL Sterile",DD Sterile
Comp0105,Exp0049,Paper061,Lee,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,fem-1(hc17),N,1,D,FC,1,0.251,72.2,11.1,16.7,0,,0.1,85,12.49,15.44,17.68,0,0.04,0.17,0.17,,,100,0,0,0.1,81,0.007942812,0.861,66.67,83.24,84.65,0.919,0.053,0.502,0.036,0.121,0.03,0.429,0.138,-1.041,0.243,0.534,0.033,"Mutant but only fertility affected by temperature, control - AL Fertile",DD Fertile
Comp0120,Exp0056,Paper067,Panowski,2007,NATURE,447,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.0095,66.6,13.3,20.1,0,,1.5,60,17.53,26,34.87,0.1,0,0.1,0.1,,,66.6,13.3,20.1,1.5,60,0.078822911,0.666,5.99,13.03,25.35,-1.227,0.215,-1.173,0.106,-0.99,0.066,-1.363,0.211,-1.315,0.193,-1.303,0.069,control N2 AL,N2 DR
Comp0124,Exp0060,Paper071,Smith,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.2,75,15,10,0,,1,30,20.46,22.42,24.24,0,0,0,0,,,0,0,0,4,110,0.108885017,0.375,0,1.76,2.81,-4.667,0.792,-3.988,0.351,-3.949,0.232,-4.434,0.752,-6.957,1.08,-5.182,0.284,control - CF,D4 BD
Comp0125,Exp0060,Paper071,Smith,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.2,75,15,10,0,,1,30,20.46,22.42,24.24,0,0,0,0,,,0,0,0,8,79,0.180288462,0.375,0,0,0.5,-3.633,0.668,-3.633,0.334,-3.547,0.219,,,-5.894,0.944,-4.57,0.391,control - CF,D8 BD
Comp0126,Exp0060,Paper071,Smith,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.2,75,15,10,0,,1,30,20.46,22.42,24.24,0,0,0,0,,,0,0,0,14,158,0.268240343,0.375,0.4,0.7,2.81,-5.687,0.917,-5.755,0.463,-5.038,0.277,-7.451,1.146,-7.596,1.159,-6.815,0.354,control - CF,D14 BD
Comp0127,Exp0060,Paper071,Smith,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.2,75,15,10,0,,1,30,20.46,22.42,24.24,0,0,0,0,,,0,0,0,20,112,0.339147287,0.375,23.6,32.4,36.62,-0.059,0.177,-0.487,0.117,-0.858,0.094,-1.358,0.35,-3.247,0.593,-0.95,0.098,control - CF,D20 BD
Comp0128,Exp0060,Paper071,Smith,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.2,75,15,10,0,,1,30,20.46,22.42,24.24,0,0,0,0,,,0,0,0,24,52,0.379247573,0.375,23.6,47.6,75,-0.058,0.218,-0.05,0.108,0,0.07,-0.06,0.217,0.044,0.201,-0.023,0.071,control - CF,D24 BD
Comp0131,Exp0063,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,D,FC,1,0.2,75,15,10,0,,4,143,20.91,23.34,26.48,0,0,0,0,,,0,0,0,4,250,0.160578081,0.375,10.25,18.02,25.79,-0.944,0.07,-1.078,0.037,-1.126,0.025,-1.483,0.083,-2.03,0.095,-1.433,0.027,control - CF,BD
Comp0132,Exp0064,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,Ju262,N,1,D,FC,1,0.2,75,15,10,0,,4,74,22.65,27.26,32.39,0,0,0,0,,,0,0,,4,76,0.150093809,0.375,1.76,10.21,20.07,-1.757,0.202,-1.333,0.089,-1.165,0.057,-1.292,0.164,-1.58,0.169,-1.528,0.059,control - CF,BD
Comp0133,Exp0065,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,MY2,N,1,D,FC,1,0.2,75,15,10,0,,4,106,23.17,24.74,27.26,0,0,0,0,,,0,0,0,4,250,0.1472212,0.375,7.42,16.26,16.96,-1.389,0.106,-1.283,0.051,-1.695,0.039,-1.522,0.108,-4.566,0.22,-2.065,0.043,control - CF,BD
Comp0134,Exp0066,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,PS2025,N,1,D,FC,1,0.2,75,15,10,0,,4,143,23.98,27.43,30.62,0,0,0,0,,,0,0,0,4,81,0.142959257,0.375,1.41,3.17,10.56,-1.432,0.117,-1.416,0.058,-1.246,0.037,-1.588,0.11,-1.522,0.096,-1.516,0.036,control - CF,BD
Comp0135,Exp0067,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,PX176,N,1,D,FC,1,0.2,75,15,10,0,,4,91,18.99,21.6,25.61,0,0,0,0,,,0,0,0,4,127,0.173988691,0.375,3.89,7.7,14.48,-1.662,0.149,-1.668,0.074,-1.523,0.047,-2.026,0.158,-2.213,0.158,-1.961,0.052,control - CF,BD
Comp0136,Exp0068,Paper074,Sutphin,2008,EXP GERONTOL,43,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,PX178,N,1,D,FC,1,0.2,75,15,10,0,,4,124,23.98,27.43,33.1,0,0,0,0,,,0,0,0,4,76,0.142959257,0.375,10.92,17.96,26.41,-0.717,0.108,-0.847,0.056,-0.859,0.038,-1.124,0.113,-1.319,0.107,-1.053,0.036,control - CF,BD
Comp0219,Exp0113,Paper087,Tain,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,D,FC,1,0.05,66.6,13.3,20.1,0,,1,172,11.58,14.89,17.81,1,0,0.05,0.05,,,66.6,13.3,20.1,1,204,0.079491256,0.666,11.97,25.2,38.03,-0.727,0.06,-0.679,0.029,-0.673,0.02,-0.807,0.059,-1.133,0.063,-0.885,0.02,"control - Excess food, little information about food avail.",High
Comp0220,Exp0113,Paper087,Tain,2008,BMC DEV BIOL,8,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,1,D,FC,1,0.05,66.6,13.3,20.1,0,,1,172,11.58,14.89,17.81,0.08,0,0,0,,,66.6,13.3,20.1,1,238,0.079491256,0.666,11.97,18.66,24.29,-0.747,0.057,-0.985,0.031,-1.113,0.022,-1.478,0.072,-2.136,0.083,-1.367,0.023,"control - Excess food, little information about food avail.",Low
Comp0227,Exp0119,Paper092,Steinkraus,2008,AGING CELL,7,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,1,0.002,66.6,13.3,20.1,0,,2,33,20.97,23.71,28.45,0,0,0,0,,,66.6,13.3,20.1,2,35,0.087070091,0.666,5.28,11.62,23.24,-1.328,0.396,-1.269,0.195,-1.07,0.122,-1.473,0.39,-1.419,0.358,-1.408,0.127,,
Comp0334,Exp0176,Paper130,Lenaerts,2007,ANN NY ACAD SCI,1100,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,0.1,287,21.16,23.58,26.1,0,0,0,0,,,0,0,0,0.1,113,0.004703669,0.333,13.2,18.3,23.49,-0.545,0.057,-0.772,0.03,-0.852,0.02,-1.11,0.06,-1.326,0.054,-0.997,0.019,"control - Fully fed, no direct info on bacterial conc.",DR
Comp0335,Exp0176,Paper130,Lenaerts,2007,ANN NY ACAD SCI,1100,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,0.1,287,21.16,23.58,26.1,0,0,0,0,,,0,0,0,1.5,207,0.036429872,0.333,7.92,13.1,19.37,-0.957,0.047,-1.068,0.024,-1.076,0.016,-1.364,0.049,-1.633,0.048,-1.315,0.016,"control - Fully fed, no direct info on bacterial conc.",Shift from Fully fed to DR
Comp0336,Exp0177,Paper131,Kaeberlein,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,1.5,40,16.47,17.6,18.92,0.1,0,0.1,0.1,,,66.6,13.3,20.1,1.5,60,0.083472454,0.666,14.08,21.13,33.45,-0.592,0.226,-0.883,0.128,-0.83,0.083,-1.44,0.302,-1.331,0.275,-1.075,0.088,"control - Fed, little info on amount food avail.",DR 90%
Comp0337,Exp0177,Paper131,Kaeberlein,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,1.5,40,16.47,17.6,18.92,0,0,0,0,,,0,0,0,1.5,60,0.083472454,0.333,7,7.05,9.51,-1.268,0.293,-1.773,0.172,-1.834,0.117,-2.847,0.438,-3.126,0.449,-2.246,0.126,"control - Fed, little info on amount food avail.",DR-FD
Comp0338,Exp0178,Paper131,Kaeberlein,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,1.1,48,15.76,19.14,25.74,0,0,0,0,,,0,0,0,1.1,51,0.065243179,0.333,2.81,24,61.62,-1.635,0.298,-0.71,0.11,-0.196,0.059,-0.433,0.18,-0.01,0.136,-0.489,0.061,"control - Fed, little info on amount food avail.",DR-FD
Comp0339,Exp0178,Paper131,Kaeberlein,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,1.1,48,15.76,19.14,25.74,0,0,0,0,,,0,0,0,3.5,97,0.127353267,0.333,2.81,6,16.2,-2.185,0.307,-2.14,0.151,-1.649,0.087,-2.594,0.331,-2.06,0.277,-2.264,0.101,"control - Fed, little info on amount food avail.",2d adult DR-FD
Comp0340,Exp0178,Paper131,Kaeberlein,2006,AGING CELL,5,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,N2,N,0,D,FC,0,0.038,66.6,13.3,20.1,0,,1.1,48,15.76,19.14,25.74,0,0,0,0,,,0,0,0,9.5,43,0.251661918,0.333,11.97,16.2,29.57,-0.692,0.234,-0.993,0.13,-0.849,0.082,-1.525,0.29,-1.152,0.235,-1.095,0.083,"control - Fed, little info on amount food avail.",8d adult DR-FD
Comp0544,Exp0282,Paper183,Mair,2009,PLOS ONE,4,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,0.2089,66.6,13.3,20.1,0,,4,60,16.89,21.9,26.1,0.1,0.02,0.1,0.1,,,66.6,13.3,20.1,4,60,0.191479177,0.666,10.05,15.17,26.28,-0.853,0.19,-1.069,0.102,-0.962,0.066,-1.514,0.223,-1.378,0.198,-1.233,0.068,"Fig. 2, same consumption rate between groups",
Comp0545,Exp0283,Paper183,Mair,2009,PLOS ONE,4,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,0.2089,66.6,13.3,20.1,0,,4,60,18.78,26.89,35.08,0.1,0.02,0.1,0.1,,,66.6,13.3,20.1,4,60,0.175592625,0.666,12.74,20.89,45.67,-0.65,0.177,-0.821,0.094,-0.486,0.055,-1.174,0.202,-0.484,0.141,-0.73,0.057,"Fig. 5, same consumption rate between groups",
Comp0546,Exp0284,Paper183,Mair,2009,PLOS ONE,4,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,0.2089,66.6,13.3,20.1,0,,4,60,23.23,27.71,30.94,0.1,0.02,0.1,0.1,,,66.6,13.3,20.1,4,60,0.146896805,0.666,0,1.9,4.23,-2,0.267,-1.854,0.128,-1.786,0.084,-2.045,0.253,-2.581,0.273,-2.203,0.088,"Fig. 6, same consumption rate between groups",
Comp0586,Exp0295,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,7.9125,75,15,10,1,7.9125,7,90,12.2,12.27,13.8,0,0.01,0,0.1,2.14,0.1,75,15,10,7,90,0.364583333,0.75,8.09,8.09,16.2,-1.022,0.134,-1.443,0.077,-1.289,0.049,-2.225,0.18,-1.765,0.147,-1.615,0.05,control - AL 5x10^11 cfu/ml,sDR 5x10^8 cfu/ml
Comp0587,Exp0296,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,7.9125,75,15,10,1,7.9125,7,90,11.53,12.98,17.63,0,0.01,0,0.27,2.14,0.27,75,15,10,7,90,0.377765785,0.75,5.63,13.73,36.27,-1.265,0.145,-1.138,0.07,-0.696,0.04,-1.266,0.136,-0.684,0.101,-1.027,0.041,control - AL 5x10^11 cfu/ml,sDR 5x10^8 cfu/ml
Comp0588,Exp0297,Paper051,Greer,2007,CURR BIOL,17,Spp006,C.elegans,Caenorhabditis,elegans,Caenorhabditis_elegans,1,WT_celegans,N,1,EOD,FC,1,7.9125,75,15,10,1,7.9125,7,90,12.29,12.4,13.75,0,0.01,0,0.27,2.14,0.27,75,15,10,7,90,0.362882322,0.75,7.75,7.75,15.85,-1.053,0.136,-1.463,0.077,-1.302,0.049,-2.23,0.18,-1.771,0.147,-1.633,0.051,control - AL 5x10^11 cfu/ml,sDR 5x10^8 cfu/ml
Comp0022,Exp0006,Paper010,Austad,1989,EXP GERONTOL,24,Spp007,Bowl&DoilySpider,Frontinella,pyramitela,Frontinella_pyramitela,0,WT_bdspider,F,1,W,FW,0,3588.69,45.6,21.2,33.2,0,,10,40,35.27,43.19,49.12,0.6,2153.21,0.6,0.6,,,45.6,21.2,33.2,10,36,0.220896841,0.456,5.65,11.66,19.44,-1.222,0.333,-1.204,0.166,-1.141,0.108,-1.418,0.33,-1.667,0.33,-1.436,0.11,control - 5 flies/week,3 flies/week
Comp0023,Exp0006,Paper010,Austad,1989,EXP GERONTOL,24,Spp007,Bowl&DoilySpider,Frontinella,pyramitela,Frontinella_pyramitela,0,WT_bdspider,F,1,W,FW,0,3588.69,45.6,21.2,33.2,0,,10,40,35.27,43.19,49.12,0.2,717.74,0.2,0.2,,,45.6,21.2,33.2,10,36,0.220896841,0.456,3.89,5.8,7.77,-1.407,0.352,-1.521,0.182,-1.558,0.122,-1.895,0.376,-2.412,0.4,-1.883,0.125,control - 5 flies/week,1 fly/week
Comp0038,Exp0014,Paper025,Zheng,2005,AGING CELL,4,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,0,D,FC,0,12230.47,32.3,67.7,0,0,,12,200,13.43,18.55,23.5,0.5,6115.3,0.5,0.5,,,32.3,67.7,0,12,200,0.471883602,0.323,5.47,10.58,14.64,-1.282,0.066,-1.301,0.033,-1.347,0.022,-1.572,0.067,-2.181,0.075,-1.658,0.023,3.0N,1.5N
Comp0039,Exp0014,Paper025,Zheng,2005,AGING CELL,4,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,0,D,FC,0,12230.47,32.3,67.7,0,0,,12,200,13.43,18.55,23.5,0.17,2038.4,0.17,0.17,,,32.3,67.7,0,12,200,0.471883602,0.323,1.23,1.41,1.94,-1.812,0.076,-1.89,0.039,-1.899,0.026,-2.288,0.081,-2.879,0.088,-2.301,0.027,3.0N,0.5N
Comp0043,Exp0018,Paper044,Bross,2005,AGING CELL,4,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,M,1,EOD,FC,0,1240.34,25.9,71.8,2.3,0,,12,485,41.08,56.8,67.25,0.17,206.72,0.17,0.17,,,25.9,71.8,2.3,12,439,0.226073851,0.259,5.99,28.04,46.38,-1.19,0.027,-0.555,0.011,-0.466,0.007,-0.352,0.018,-0.678,0.02,-0.686,0.007,control - 3.0X,0.5X
Comp0044,Exp0019,Paper044,Bross,2005,AGING CELL,4,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,FC,0,1240.34,25.9,71.8,2.3,0,,12,531,25.22,29.62,34.46,0.17,206.72,0.17,0.17,,,25.9,71.8,2.3,12,485,0.322407308,0.259,2.47,4.05,4.76,-1.582,0.028,-1.637,0.014,-1.694,0.01,-1.968,0.029,-2.643,0.032,-2.039,0.01,control - 3.0X,0.5X
Comp0056,Exp0021,Paper046,Carvalho,2005,NAT METHODS,2,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,WT_drosophila,F,0,EOD,FC,0,11.2,24.9,71.3,3.8,1,1.9,12,178,30.12,35.09,39.79,0.66,8.75,0.78,1.07,2.04,1.07,22.9,72.3,4.9,12,137,0.284900285,0.239,39.18,53.55,70.74,0.455,0.041,0.069,0.025,-0.058,0.018,-0.328,0.066,-0.291,0.06,0.021,0.018,15X - control,10X
Comp0057,Exp0021,Paper046,Carvalho,2005,NAT METHODS,2,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,WT_drosophila,F,0,EOD,FC,0,11.2,24.9,71.3,3.8,1,1.9,12,178,30.12,35.09,39.79,0.33,6.3,0.56,1.15,2.19,1.15,19.2,74,6.7,12,187,0.284900285,0.2205,24.47,28.37,41.66,-0.021,0.044,-0.556,0.028,-0.576,0.019,-1.494,0.077,-1.011,0.06,-0.703,0.019,15X - control,5X
Comp0058,Exp0021,Paper046,Carvalho,2005,NAT METHODS,2,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,WT_drosophila,F,0,EOD,FC,0,11.2,24.9,71.3,3.8,1,1.9,12,178,30.12,35.09,39.79,0.06,4.84,0.43,2.21,4.19,2.21,15.3,75.9,8.8,12,172,0.284900285,0.201,9.57,11.35,13.83,-0.886,0.066,-1.247,0.037,-1.361,0.025,-1.906,0.085,-2.337,0.088,-1.629,0.026,15X - control,1X
Comp0087,Exp0041,Paper058,Kabil,2007,BIOGERONTOLOGY,8,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,0,EOD,FC,0,439,36,64,0,0,,12,70,21.19,27.36,32.57,0.5,219.5,0.5,0.5,,,36,64,0,12,70,0.361554685,0.36,9.55,26.85,43.46,-0.894,0.165,-0.602,0.074,-0.533,0.048,-0.556,0.136,-0.808,0.142,-0.743,0.049,control - Normal (concentrations of yeast and dextrose),Low
Comp0090,Exp0043,Paper060,Le Bourg,1996,J GERONTOL A-BIOL,51,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Meyzieu,M,1,D,FC,1,119.32,48.3,38.6,13.1,0,,11,40,40.9,48.53,52.41,0.1,11.93,0.1,0.1,,,48.3,38.6,13.1,11,36,0.21194605,0.483,100,100,100,1.239,0.087,,,,,,,,,1.239,0.087,used only high and low yeast (yeast in water only) treatments,low
Comp0093,Exp0044,Paper060,Le Bourg,1996,J GERONTOL A-BIOL,51,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Meyzieu,F,1,D,FC,1,119.32,48.3,38.6,13.1,0,,11,38,36.23,46.52,57.63,0.1,11.93,0.1,0.1,,,48.3,38.6,13.1,11,40,0.232902816,0.483,24.51,53.82,82.95,-0.02,0.207,0.074,0.099,0.101,0.065,0.152,0.189,0.232,0.189,0.126,0.065,used only high and low yeast (yeast in water only) treatments,low
Comp0096,Exp0045,Paper060,Le Bourg,1996,J GERONTOL A-BIOL,51,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Meyzieu,M,0,D,FC,1,119.32,48.3,38.6,13.1,0,,11,38,40.35,45.77,50.09,0.1,11.93,0.1,0.1,,,48.3,38.6,13.1,11,38,0.214216164,0.483,21.87,33.51,62.96,-0.134,0.225,-0.395,0.126,-0.175,0.076,-0.77,0.287,-0.122,0.197,-0.3,0.077,used only high and low yeast (yeast in water only) treatments,low
Comp0099,Exp0046,Paper060,Le Bourg,1996,J GERONTOL A-BIOL,51,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Meyzieu,F,0,D,FC,1,119.32,48.3,38.6,13.1,0,,11,39,45.76,54.49,62.11,0.1,11.93,0.1,0.1,,,48.3,38.6,13.1,11,40,0.19379845,0.483,25.04,67.02,78.13,0.002,0.202,0.29,0.086,0.041,0.066,0.506,0.151,-0.376,0.293,0.139,0.067,used only high and low yeast (yeast in water only) treatments,low
