Comp_ID,ES_ID,Study_ID,FirstAuthor,Year,Journal,Volume,Species_ID,CommonName,Genus,Species,animal,Model,Strain,Sex,Repro,FoodSched,Type,AL,CV1,Prots1,Carbs1,Fats1,Intake,CI1,Age1,N1,LT25contr,LT50contr,LT75contr,CR,CV2,c_nCR,c_CR,CI2,c_aCR,Prots2,Carbs2,Fats2,Age2,N2,Page,Prots,PD25,PD50,PD75,c_LT25_logHR,c_LT25_varlogHR,c_LT50_logHR,c_LT50_varlogHR,c_LT75_logHR,c_LT75_varlogHR,c_LT2550_logHR,c_LT2550_varlogHR,c_LT5075_logHR,c_LT5075_varlogHR,c_all_logHR,c_all_varlogHR,Notes_control,Notes_treatment
Comp0177,Exp0094,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,527.5,0,100,0,0,,12,59,14.23,15.9,18.27,0.1,52.8,0.1,0.1,,,0,100,0,12,90,0.457491422,0,72.89,78.9,89.08,0.888,0.052,0.428,0.042,0.169,0.034,-0.38,0.217,-0.036,0.176,0.512,0.034,control - 10% S,1% S
Comp0179,Exp0095,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,450.9,70,30,0,0,,12,205,15.43,20.28,41.14,0.5,225.5,0.5,0.5,,,70,30,0,12,90,0.437477215,0.7,19.72,25.7,89.79,-0.226,0.068,-0.571,0.038,0.186,0.02,-1.033,0.081,0.564,0.038,-0.026,0.019,control - 10% Y,5% Y
Comp0180,Exp0095,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,450.9,70,30,0,0,,12,205,15.43,20.28,41.14,0.4,180.4,0.4,0.4,,,70,30,0,12,128,0.437477215,0.7,26.06,55.1,94.72,0.042,0.05,0.098,0.024,0.239,0.015,0.167,0.048,0.6,0.043,0.286,0.016,control - 10% Y,4% Y
Comp0181,Exp0095,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,450.9,70,30,0,0,,12,205,15.43,20.28,41.14,0.3,135.3,0.3,0.3,,,70,30,0,12,100,0.437477215,0.7,52.82,94.2,100,0.815,0.044,0.685,0.023,0.3,0.018,1.179,0.06,0.949,0.346,0.967,0.024,control - 10% Y,3% Y
Comp0182,Exp0095,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,450.9,70,30,0,0,,12,205,15.43,20.28,41.14,0.2,90.2,0.2,0.2,,,70,30,0,12,96,0.437477215,0.7,98.24,100,100,1.515,0.032,0.758,0.023,,,1.957,1.757,,,1.522,0.031,control - 10% Y,2% Y
Comp0183,Exp0095,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,450.9,70,30,0,0,,12,205,15.43,20.28,41.14,0.1,45.1,0.1,0.1,,,70,30,0,12,169,0.437477215,0.7,100,100,100,1.274,0.018,,,,,,,,,1.274,0.018,control - 10% Y,1% Y
Comp0185,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0.5,714.7,0.73,0.73,,,44.2,55.8,0,12,100,0.291403594,0.3825,82.74,86.4,94.01,1.008,0.04,0.518,0.032,0.222,0.026,-0.396,0.245,0.116,0.192,0.708,0.029,control - 10% SY,5% S 10% Y
Comp0186,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0.4,661.9,0.68,0.68,,,47.7,52.3,0,12,79,0.291403594,0.4,100,100,100,1.2,0.041,,,,,,,,,1.2,0.041,control - 10% SY,4% S 10% Y
Comp0187,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0.3,609.2,0.62,0.62,,,51.8,48.2,0,12,81,0.291403594,0.4205,100,100,100,1.191,0.04,,,,,,,,,1.191,0.04,control - 10% SY,3% S 10% Y
Comp0188,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0.2,556.4,0.57,0.57,,,56.7,43.3,0,12,79,0.291403594,0.445,100,100,100,1.2,0.041,,,,,,,,,1.2,0.041,control - 10% SY,2% S 10% Y
Comp0189,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0.1,503.7,0.51,0.51,,,62.7,37.3,0,12,258,0.291403594,0.475,83.1,86.7,88.38,0.836,0.024,0.47,0.021,0.157,0.019,-0.426,0.141,-1.145,0.167,0.458,0.018,control - 10% SY,1% S 10% Y
Comp0190,Exp0096,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,CNM,0,978.5,32.3,67.7,0,0,,12,79,29.18,34.73,37.58,0,450.9,0.46,0.46,,,70,30,0,12,205,0.291403594,0.5115,59.86,70.4,72.53,0.695,0.035,0.315,0.027,-0.034,0.024,-0.242,0.099,-1.778,0.174,0.162,0.023,control - 10% SY,0% S 10% Y
Comp0191,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0.5,753,0.77,0.77,,,21,79,0,12,88,0.292255236,0.2665,2.81,3.17,3.52,-1.668,0.181,-1.849,0.095,-1.915,0.064,-2.378,0.206,-3.086,0.23,-2.32,0.068,control - 10% SY,5% Y 10% S
Comp0192,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0.4,707.9,0.72,0.72,,,17.8,82.2,0,12,120,0.292255236,0.2505,14.79,26.41,29.93,-0.542,0.111,-0.659,0.059,-0.942,0.044,-0.944,0.128,-2.411,0.195,-1.122,0.046,control - 10% SY,4% Y 10% S
Comp0193,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0.3,662.8,0.68,0.68,,,14.3,85.7,0,12,99,0.292255236,0.233,11.97,15.85,21.83,-0.734,0.128,-1.101,0.073,-1.17,0.05,-1.795,0.176,-2.052,0.179,-1.437,0.052,control - 10% SY,3% Y 10% S
Comp0194,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0.2,617.7,0.63,0.63,,,10.2,89.8,0,12,120,0.292255236,0.2125,25.35,36.27,44.72,0.014,0.083,-0.329,0.05,-0.534,0.037,-0.847,0.127,-1.426,0.149,-0.604,0.038,control - 10% SY,2% Y 10% S
Comp0195,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0.1,572.6,0.59,0.59,,,5.5,94.5,0,12,60,0.292255236,0.189,60.91,76.06,85.92,0.887,0.072,0.425,0.048,0.137,0.037,0.156,0.171,-0.185,0.199,0.495,0.041,control - 10% SY,1% Y 10% S
Comp0196,Exp0097,Paper078,Vigne,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,0,D,FC,0,978.5,32.3,67.7,0,0,,12,79,29.06,34.47,37.61,0,527.5,0.54,0.54,,,0,100,0,12,59,0.292255236,0.1615,100,100,100,1.314,0.052,,,,,,,,,1.314,0.052,control - 10% SY,0% Y 10% S
Comp0213,Exp0109,Paper084,Wood,2004,NATURE,430,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,D,FC,0,1467.7,32.3,67.7,0,0,,12,40,26.67,34.64,43.98,0.33,489.2,0.33,0.33,,,32.3,67.7,0,12,40,0.310318076,0.323,2.81,3.87,7.75,-1.596,0.36,-1.713,0.186,-1.625,0.121,-2.13,0.39,-2.326,0.385,-2.007,0.126,"without resveratrol, control - 15%SY",5% SY
Comp0228,Exp0120,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,1,D,FC,0,429.2,23.5,76.5,0,0,,14,61,41.4,48.14,53.19,0.75,321.9,0.75,0.75,,,23.5,76.5,0,14,42,0.252707581,0.235,12.33,14.43,16.9,-0.639,0.203,-1.002,0.113,-1.132,0.078,-1.584,0.251,-1.922,0.247,-1.33,0.077,control - 1.00x,0.75x
Comp0229,Exp0120,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,1,D,FC,0,429.2,23.5,76.5,0,0,,14,61,41.4,48.14,53.19,0.5,214.6,0.5,0.5,,,23.5,76.5,0,14,37,0.252707581,0.235,100,100,100,1.407,0.081,,,,,,,,,1.407,0.081,control - 1.00x,0.50x
Comp0230,Exp0120,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,M,1,D,FC,0,429.2,23.5,76.5,0,0,,14,61,41.4,48.14,53.19,0.25,107.3,0.25,0.25,,,23.5,76.5,0,14,61,0.252707581,0.235,100,100,100,1.2,0.052,,,,,,,,,1.2,0.052,control - 1.00x,0.25x
Comp0231,Exp0121,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,F,1,D,FC,0,429.2,23.5,76.5,0,0,,14,63,26.21,39.64,47.43,0.75,321.9,0.75,0.75,,,23.5,76.5,0,14,45,0.348172096,0.235,13.38,47.9,54.23,-0.576,0.189,-0.043,0.078,-0.313,0.057,0.18,0.129,-1.118,0.22,-0.383,0.057,control - 1.00x,0.75x
Comp0232,Exp0121,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,F,1,D,FC,0,429.2,23.5,76.5,0,0,,14,63,26.21,39.64,47.43,0.5,214.6,0.5,0.5,,,23.5,76.5,0,14,51,0.348172096,0.235,100,100,100,1.281,0.061,,,,,,,,,1.281,0.061,control - 1.00x,0.50x
Comp0233,Exp0121,Paper093,Soh,2007,MECH AGEING DEV,128,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,W1118,F,1,D,FC,0,429.2,23.5,76.5,0,0,,14,63,26.21,39.64,47.43,0.25,107.3,0.25,0.25,,,23.5,76.5,0,14,57,0.348172096,0.235,100,100,100,1.237,0.055,,,,,,,,,1.237,0.055,control - 1.00x,0.25x
Comp0274,Exp0146,Paper111,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,D,CNM,0,794.7,7.9,84.9,7.1,0,,12,480,32.01,39.3,49.02,0.5,757.6,0.95,0.95,,,6,88.5,5.5,12,480,0.272665303,0.0695,37.32,62.67,90.49,0.395,0.013,0.225,0.007,0.187,0.005,0.194,0.017,0.405,0.016,0.337,0.005,control - 2% yeast,1% yeast
Comp0275,Exp0147,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,M,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,35.08,42.69,46.73,,580.3,0.61,0.61,,,0,100,0,12,150,0.254885302,0.0935,100,100,100,1.2,0.021,,,,,,,,,1.2,0.021,control - 11% sucrose + 10% yeast,11% sucrose only
Comp0276,Exp0147,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,M,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,35.08,42.69,46.73,,607.3,0.64,0.64,,,4.2,95.7,0,12,150,0.254885302,0.1145,28.53,53.88,71.12,0.132,0.05,0.075,0.026,-0.053,0.018,0.062,0.053,-0.287,0.063,-0.013,0.018,control - 11% sucrose + 10% yeast,sucrose + 0.5% casein
Comp0277,Exp0147,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,M,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,35.08,42.69,46.73,,634.3,0.67,0.67,,,8.1,91.8,0.1,12,150,0.254885302,0.134,27.11,45.77,63.73,0.081,0.051,-0.088,0.028,-0.162,0.019,-0.262,0.061,-0.41,0.062,-0.179,0.019,control - 11% sucrose + 10% yeast,sucrose + 1% casein
Comp0278,Exp0147,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,M,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,35.08,42.69,46.73,,688.3,0.72,0.72,,,14.9,84.9,0.2,12,150,0.254885302,0.168,22.19,50.7,63.38,-0.119,0.057,0.014,0.026,-0.168,0.019,0.094,0.05,-0.64,0.071,-0.178,0.019,control - 11% sucrose + 10% yeast,sucrose + 2% casein
Comp0279,Exp0148,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,38.32,43.25,47.95,,580.3,0.61,0.61,,,0,100,0,12,150,0.238473768,0.0935,99.65,100,100,1.198,0.021,0.667,0.018,,,1.982,5.688,,,1.201,0.021,control - 11% sucrose + 10% yeast,11% sucrose only
Comp0280,Exp0148,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,38.32,43.25,47.95,,607.3,0.64,0.64,,,4.2,95.7,0,12,150,0.238473768,0.1145,52.11,72.89,83.8,0.703,0.035,0.373,0.022,0.111,0.017,0.27,0.061,-0.21,0.081,0.385,0.017,control - 11% sucrose + 10% yeast,sucrose + 0.5% casein
Comp0281,Exp0148,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,38.32,43.25,47.95,,634.3,0.67,0.67,,,8.1,91.8,0.1,12,150,0.238473768,0.134,52.11,71.47,82.04,0.703,0.035,0.354,0.022,0.09,0.017,0.196,0.063,-0.286,0.081,0.349,0.018,control - 11% sucrose + 10% yeast,sucrose + 1% casein
Comp0282,Exp0148,Paper112,Min,2006,MECH AGEING DEV,127,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,CNM,0,950.8,18.7,66.1,15.2,0,,12,150,38.32,43.25,47.95,,688.3,0.72,0.72,,,14.9,84.9,0.2,12,150,0.238473768,0.168,80.99,93.66,97.19,1.057,0.025,0.608,0.019,0.258,0.015,0.831,0.11,0.112,0.234,0.942,0.019,control - 11% sucrose + 10% yeast,sucrose + 2% casein
Comp0310,Exp0160,Paper123,Libert,2008,MOL IMMUNOL,45,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,M,1,EOD,FC,0,1467.7,32.3,67.7,0,0,,14,496,21.46,25.43,30.22,0.66,978.5,0.67,0.67,,,32.3,67.7,0,14,499,0.394811055,0.323,24.29,39.44,65.14,-0.029,0.016,-0.236,0.009,-0.141,0.006,-0.5,0.02,-0.165,0.016,-0.213,0.006,control - 15% SY,10% SY
Comp0311,Exp0160,Paper123,Libert,2008,MOL IMMUNOL,45,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,M,1,EOD,FC,0,1467.7,32.3,67.7,0,0,,14,496,21.46,25.43,30.22,0.33,489.2,0.33,0.33,,,32.3,67.7,0,14,512,0.394811055,0.323,44.72,64.79,79.23,0.563,0.011,0.257,0.007,0.055,0.005,0.086,0.018,-0.194,0.021,0.235,0.005,control - 15% SY,5% SY
Comp0312,Exp0161,Paper123,Libert,2008,MOL IMMUNOL,45,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,FC,0,1467.7,32.3,67.7,0,0,,14,505,23.51,28.24,36.45,0.66,978.5,0.67,0.67,,,32.3,67.7,0,14,493,0.373233804,0.323,3.17,3.87,22.89,-1.536,0.028,-1.695,0.015,-1.058,0.008,-2.153,0.031,-0.998,0.02,-1.475,0.009,control - 15% SY,10% SY
Comp0313,Exp0161,Paper123,Libert,2008,MOL IMMUNOL,45,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,FC,0,1467.7,32.3,67.7,0,0,,14,505,23.51,28.24,36.45,0.33,489.2,0.33,0.33,,,32.3,67.7,0,14,490,0.373233804,0.323,1.76,14.43,55.98,-1.714,0.03,-1.095,0.012,-0.29,0.006,-0.933,0.022,-0.029,0.013,-0.656,0.006,control - 15% SY,5% SY
Comp0314,Exp0162,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,12.7,16.26,20.5,0.72,1019.3,0.69,0.69,,,46.5,53.5,0,14,100,0.524344569,0.394,16.2,35.56,61.26,-0.427,0.097,-0.338,0.047,-0.202,0.029,-0.366,0.09,-0.228,0.08,-0.334,0.03,control - Control SY,Control Yeast/DR sugar
Comp0315,Exp0162,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,12.7,16.26,20.5,0.72,1084.4,0.74,0.74,,,18.9,81.1,0,14,100,0.524344569,0.256,3.52,8.09,15.49,-1.506,0.14,-1.443,0.069,-1.315,0.044,-1.658,0.137,-1.837,0.135,-1.669,0.046,control - Control SY,DR Yeast/control sugar
Comp0316,Exp0162,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,12.7,16.26,20.5,0.43,636,0.43,0.43,,,32.3,67.7,0,14,100,0.524344569,0.323,2.4,3.17,7.4,-1.65,0.146,-1.762,0.075,-1.641,0.049,-2.18,0.158,-2.292,0.152,-2.033,0.051,control - Control SY,DR SY
Comp0317,Exp0163,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,17.45,23.05,29.6,0.72,1019.3,0.69,0.69,,,46.5,53.5,0,14,100,0.445151033,0.394,19.72,39.78,75,-0.236,0.089,-0.228,0.045,0,0.027,-0.288,0.089,0.155,0.067,-0.095,0.027,control - Control SY,Control Yeast/DR sugar
Comp0318,Exp0163,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,17.45,23.05,29.6,0.72,1084.4,0.74,0.74,,,18.9,81.1,0,14,100,0.445151033,0.256,3.87,9.86,32.75,-1.464,0.139,-1.341,0.067,-0.784,0.037,-1.497,0.131,-0.72,0.091,-1.157,0.039,control - Control SY,DR Yeast/control sugar
Comp0319,Exp0163,Paper124,Mair,2005,PLOS BIOL,3,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Dahomey,F,1,EOD,CNM,0,1467.7,32.3,67.7,0,0,,14,100,17.45,23.05,29.6,0.43,636,0.43,0.43,,,32.3,67.7,0,14,100,0.445151033,0.323,1.41,2.12,13.38,-1.786,0.151,-1.837,0.077,-1.394,0.045,-2.202,0.159,-1.57,0.123,-1.828,0.048,control - Control SY,DR SY
Comp0376,Exp0207,Paper151,Bhandari,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,w[cs],F,0,EOD,FC,0,2446,32.3,67.7,0,0,,12,200,45.6,52.45,56.6,0.6,1467.7,0.6,0.6,,,32.3,67.7,0,12,200,0.208333333,0.323,6.34,13,24.64,-1.191,0.064,-1.175,0.032,-1.011,0.02,-1.397,0.064,-1.369,0.059,-1.32,0.021,control - 25% SY,15% SY
Comp0377,Exp0207,Paper151,Bhandari,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,w[cs],F,0,EOD,FC,0,2446,32.3,67.7,0,0,,12,200,45.6,52.45,56.6,0.2,489.2,0.2,0.2,,,32.3,67.7,0,12,200,0.208333333,0.323,3.52,4.2,7.05,-1.506,0.07,-1.69,0.037,-1.656,0.024,-2.179,0.079,-2.462,0.08,-2.026,0.025,control - 25% SY,5% SY
Comp0378,Exp0208,Paper151,Bhandari,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Oregon-R,F,0,EOD,FC,0,2446,32.2,67.7,0,0,,12,200,43.61,49.3,52.45,0.2,489.2,0.2,0.2,,,32.3,67.7,0,12,200,0.215788527,0.3225,7,9.5,10.9,-1.125,0.063,-1.361,0.034,-1.492,0.023,-1.872,0.074,-2.579,0.083,-1.791,0.024,control - 25% SY,5% SY
Comp0379,Exp0209,Paper151,Bhandari,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,0,EOD,FC,0,2446,32.3,67.7,0,0,,12,200,16.5,21.8,29.86,0.2,489.2,0.2,0.2,,,32.3,67.7,0,12,200,0.421052632,0.323,0,1.8,13.73,-2,0.08,-1.861,0.039,-1.381,0.023,-2.059,0.076,-1.519,0.061,-1.83,0.024,control - 25% SY,5% SY
Comp0380,Exp0210,Paper152,Burger,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,FC,0,1472.8,19.8,64.1,16.1,0,,12,3600,26.54,32.66,38.55,0.69,978.9,0.66,0.66,,,19.8,64.1,16.1,12,3600,0.311364816,0.198,14.43,28.53,43.66,-0.536,0.003,-0.547,0.001,-0.528,0.001,-0.692,0.003,-0.873,0.003,-0.7,0.001,control - 16% SY,11% SY
Comp0381,Exp0210,Paper152,Burger,2007,AGING CELL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,Canton-S,F,1,EOD,FC,0,1472.8,19.8,64.1,16.1,0,,12,3600,26.54,32.66,38.55,0.44,637.6,0.43,0.43,,,19.8,64.1,16.1,12,3600,0.311364816,0.198,10.56,20.42,31.34,-0.812,0.003,-0.84,0.002,-0.821,0.001,-1.052,0.003,-1.309,0.003,-1.054,0.001,control - 16% SY,7% SY
Comp0399,Exp0216,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-O,M,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,44.53,54.7,65.85,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.212276667,0.483,10.92,23.7,53.88,-0.784,0.056,-0.714,0.027,-0.328,0.016,-0.825,0.053,-0.239,0.038,-0.568,0.016,control - O-male high,O-male low
Comp0400,Exp0217,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-B,M,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,25.14,32.6,41.26,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.323101777,0.483,6,15.85,41.9,-1.226,0.065,-1.037,0.03,-0.566,0.017,-1.108,0.058,-0.5,0.042,-0.884,0.018,control - B-male high,B-male low
Comp0401,Exp0218,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-C,M,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,35.69,46.77,59.69,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.251625079,0.483,20.07,34.16,51.05,-0.219,0.044,-0.376,0.024,-0.38,0.016,-0.622,0.051,-0.673,0.049,-0.494,0.016,control - C-male high,C-male low
Comp0402,Exp0219,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-D,M,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,42.77,59,73.85,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.219098046,0.483,19.7,37.6,61.62,-0.237,0.045,-0.283,0.023,-0.196,0.015,-0.4,0.047,-0.264,0.041,-0.298,0.015,control - D-male high,D-male low
Comp0403,Exp0220,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-O,F,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,33.8,45,52.4,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.262008734,0.483,8.09,17.26,34.5,-1.022,0.06,-0.974,0.03,-0.74,0.018,-1.141,0.059,-0.916,0.05,-1.02,0.019,control - O-female high,O-female low
Comp0404,Exp0221,Paper155,Chippindale,1993,J EVOLUTION BIOL,6,Spp008,Drosophila,Drosophila,melanogaster,Drosophila_melanogaster,1,IV-B,F,1,D,FC,0,11.93,48.3,38.6,13.1,0,,12,200,21.41,27.4,35.21,0.1,1.19,0.1,0.1,,,48.3,38.6,13.1,12,200,0.3591739,0.483,16.55,24.9,42.96,-0.407,0.048,-0.67,0.027,-0.543,0.017,-1.108,0.06,-0.754,0.048,-0.731,0.017,control - B-female high,B-female low
